Station ID,Latitude,Longitude,Name,Elevation,Weighted Average Weatherscore
94290099999,-17.7166666,148.45,"FLINDERS REEF, AUSTRALIA",7,0.65084222412434
69729499999,0,0,AFWA ASSIGNED,0,2.24882854445448
97780099999,-3.9166667,136.3666667,"ENAROTALI, INDONESIA",1770,2.63445723255147
64383099999,-1.5,29.6333333,"RUHENGERI, RWANDA",1855.7,2.85133389146221
16750099999,35.533,23.817,"TAVRONITIS BEACH, GREECE",25,2.86138316701571
84076099999,-0.2166666,-78.3666666,"LA TOLA, ECUADOR",2480,2.95640231962275
63688099999,0.404458,35.2388992,"EL DORET INTERNATIONAL, KENYA",2150.06,2.9899428566988
48632099999,4.4666666,101.3666666,"CAMERON HIGHLANDS, MALAYSIA",1545,3.1099502460077
80112099999,6.164536,-75.423119,"JOSE MARIA CORDOVA, COLOMBIA",2142.13,3.15937286480461
84056099999,0.033,-78.233,"TOMALON, ECUADOR",2790,3.28111100391501
85432099999,-22.5,-68.9,"CALAMA, CHILE",2320,3.37308862599554
76654699999,19.396692,-102.039056,"LICENCIADO Y GEN IGNACIO LOPEZ RAYON, MEXICO",1602.63,3.3842355679002
63686099999,0.4833333,35.3,"ELDORET, KENYA",2120,3.42300418411562
97284099999,-8.6333333,120.45,"RUTENG SATAR TACIK, INDONESIA",1170,3.44882103480082
63641099999,2.3,37.9,"MARSABIT, KENYA",1345,3.47488910077265
92014599999,-5.826789,144.295861,"MOUNT HAGEN, PAPUA NEW GUINEA",1642.26,3.52782288123704
98328099999,16.375103,120.619636,"BAGUIO, PHILIPPINES",1295.7,3.59561327457842
63738099999,-1.883,36.283,"MAGADI, KENYA",622,3.61836224889948
63695099999,0.0833333,37.65,"MERU, KENYA",1554,3.63608991455488
63710099999,-0.3666667,35.35,"KERICHO, KENYA",2184,3.64153042112376
84075099999,-0.4,-76.6,"LIMONCOCHA, ECUADOR",221,3.64386351657657
63694399999,-0.0666667,37.0333333,"NANYUKI, KENYA",1905,3.80111686417748
63726099999,-1.25,29.9833333,"KABALE, UGANDA",1869,3.82042497123303
63881099999,-7.9666667,31.63,"SUMBAWANGA, TANZANIA",1923,3.83058798496966
84072099999,-0.1666666,-78.4833333,"INAQUITO, ECUADOR",2812,3.86956130252321
41452099999,14,44.3333333,"IBB, YEMEN",1920,3.90292432153924
63741099999,-1.3,36.75,"NAIROBI DAGORETTI, KENYA",1798,3.97827282453762
80479099999,10.3,-68.2333333,"PALMICHAL, VENEZUELA",1000,3.98349956671054
85486099999,-28.596403,-70.755997,"VALLENAR, CHILE",525.78,4.05909431857983
84673099999,-13.154819,-74.204417,"CORONEL FAP ALFREDO MENDIVIL DUARTE, PERU",2717.9,4.06209012034506
64381099999,-1.677203,29.258875,"GISENYI, RWANDA",1548.99,4.12001269385124
78719099999,14.3333333,-88.1666667,"LA ESPERANZA, HONDURAS",1100,4.12085665124242
63714099999,-0.2666667,36.1,"NAKURU, KENYA",1901,4.12288385270048
40432099999,25.8333333,42.25,"UQLAT AL SUQ0R, SAUDI ARABIA",783,4.16318728725837
63450099999,8.977889,38.799319,"BOLE INTERNATIONAL, ETHIOPIA",2325.62,4.18445113246734
84072599999,-0.1166666,-78.3666666,"MARISCAL SUCRE INTERNATIONAL AIRPORT, ECUADOR",2400,4.20996892865849
84043099999,0.338419,-78.136422,"ATAHUALPA, ECUADOR",2226.25,4.22603275507804
63742099999,-1.321719,36.814833,"NAIROBI WILSON, KENYA",1687.37,4.24200101229646
84239099999,-2.889467,-78.984397,"MARISCAL LAMAR, ECUADOR",2531.66,4.24414944277829
63709099999,-0.6666667,34.7833333,"KISII, KENYA",1493,4.26634076034342
63720099999,-0.5,37.45,"EMBU, KENYA",1493,4.32384849755918
63717099999,-0.5,36.9666667,"NYERI, KENYA",1759,4.34402930846745
84600099999,-11.8391,-76.3779,"MATUCANA, PERU",2417,4.34932345163169
63737099999,-1.1333333,35.8333333,"NAROK, KENYA",1890,4.34967260409491
76845099999,16.75,-92.6333333,"SN. CRISTOBAL LAS CASAS CHIS., MEXICO",2116,4.3542446982977
91961099999,-25.0666666,-130.1,"PITCAIRN ISLAND AWS A, PITCAIRN ISLANDS",265,4.36364608803452
69142499999,,,,,4.40611336423308
41399099999,15.7666666,44.0166666,"AMRAN, YEMEN",15,4.41699488998111
41438099999,14.1333333,44.3666666,"AL SADDAH, YEMEN",2692,4.44299198190401
78641099999,14.583272,-90.527475,"LA AURORA, GUATEMALA",1509.36,4.45057579407122
80308099999,2.4544,-76.609319,"GUILLERMO LEON VALENCIA, COLOMBIA",1733.39,4.48059812562736
95289099999,-16.7666666,145.9666666,"GREEN ISLAND, AUSTRALIA",3,4.48374102687339
63694499999,0.2333333,38.1833333,"MULIKA, KENYA",679.7,4.54349626516437
93012099999,-35.1333333,173.2666666,"KAITAIA OBSERVATORY, NEW ZEALAND",85,4.55184357961446
76685099999,19.158144,-98.371447,"HERMANOS SERDAN INTERNATIONAL, MEXICO",2243.63,4.59438181297442
84270099999,-4.0333333,-79.2,"LOJA LA ARGELIA, ECUADOR",2160,4.59570100467291
41434099999,14.5833333,44.4166666,"DHAMAR, YEMEN",2425,4.60053953254899
76683099999,19.3166666,-98.25,"TLAXCALA TLAX., MEXICO",2248,4.60472435319297
76675099999,19.2833333,-99.6833333,"TOLUCA MEX., MEXICO",2720,4.653702450769
78627099999,15.3166667,-91.4666667,"HUEHUETENANGO, GUATEMALA",1901,4.66740479036933
41390099999,13.6833333,44.15,"TAIZ CIV MIL, YEMEN",1385,4.67456022710314
63340099999,9.0833333,36.45,"LEKEMTE, ETHIOPIA",2080,4.70220616521298
63661099999,0.971989,34.958556,"KITALE, KENYA",1850.13,4.72359643289237
43476099999,6.8166666,80.9666666,"DIYATALAWA, SRI LANKA",1250,4.82257998028866
83579099999,-19.5666666,-46.9333333,"ARAXA, BRAZIL",1004,4.86739274085112
94787099999,-31.433,152.917,"PORT MACQUARIE, AUSTRALIA",9,4.86957361287075
67107099999,-19.8166667,47.0666667,"ANTSIRABE, MADAGASCAR",1532,4.88789213531813
64184099999,-1.6833333,29.2333333,"GOMA, ZAIRE",1552,4.92653152512991
76680099999,19.4,-99.1833333,"MEXICO CENTRAL D.F., MEXICO",2303,4.99395225010611
67441099999,-11.75,24.4333333,"MWINILUNGA, ZAMBIA",1363,5.0092404858275
67217099999,-13.273986,35.266262,"LICHINGA, MOZAMBIQUE",1373.12,5.01045753233591
60034099999,23.718294,-15.931994,"DAKHLA, WESTERN SAHARA",6.09,5.03910022656283
63403099999,8.1666667,35.55,"GORE, ETHIOPIA",1974,5.0520955214587
64380099999,-2.4666666,28.9166666,"KAMEMBE, RWANDA",1587.4,5.05892894225131
63740099999,-1.319239,36.927775,"NAIROBI JKIA, KENYA",1623.66,5.08733058381896
63739099999,-1.277267,36.862339,"NAIROBI EASTLEIGH, KENYA",1639.82,5.0894501606441
97686099999,-4.102511,138.957372,"WAMENA, INDONESIA",1549.9,5.08947105738536
63474099999,7.1333333,40,"ROBE BALE, ETHIOPIA",2480,5.10662789685213
48057099999,20.7833333,97.05,"TAUNGGYI, BURMA",1436,5.12031001915294
63330099999,13.467367,39.533464,"MEKELE, ETHIOPIA",2254.3,5.1505235650565
63332099999,11.608075,37.321644,"BAHIR DAR, ETHIOPIA",1822.09,5.15098862454251
76681099999,19.3166666,-99.1833333,"GEOGRAFIA UNAM, MEXICO",2278,5.15988204932301
78647599999,14.86555,-91.501981,"QUEZALTENANGO, GUATEMALA",2431,5.16423139780036
78734099999,13.0833333,-85.9833333,"JINOTEGA, NICARAGUA",985,5.1815155389917
92010099999,-6.0666666,145.3833333,"GOROKA ATS, PAPUA NEW GUINEA",1587,5.19566005787431
92005099999,-5.8333333,144.3,"MOUNT HAGEN ATS, PAPUA NEW GUINEA",1631,5.23446324948096
60007099999,28.0333333,-17.2166666,"LA GOMERA AEROPUERTO, SPAIN",219,5.28544786691916
86871099999,-22.3166666,-45.3666666,"MARIA DA FE, BRAZIL",1277.5,5.28570893118465
91958099999,-27.6166666,-144.3333333,"RAPA, FRENCH POLYNESIA",2,5.3278534571281
63932099999,-8.9333333,33.4666667,"MBEYA, TANZANIA",1707,5.32829498073544
63533099999,5.2833333,39.75,"NEGHELLI MIL, ETHIOPIA",1455,5.34662768847661
69694499999,,,,,5.37953533882276
63021099999,15.291853,38.910667,"ASMARA INTERNATIONAL, ERITREA",2335.07,5.38343044624351
80342099999,1.392844,-77.290822,"ANTONIO NARINO, COLOMBIA",1813.86,5.39059206673904
66325099999,-12.404633,16.947414,"KUITO, ANGOLA",1712.36,5.41087848512032
85410099999,-26.467,-69.433,"CHORRILLOS, CHILE",3200,5.41312110330931
96751099999,-6.7,106.9333333,"BOGOR CITEKO, INDONESIA",-999.9,5.41843158307998
16145099999,44.4666666,12.2833333,"PUNTA MARINA, ITALY",6,5.42541178527115
84472099999,-7.139183,-78.4894,"GEN FAP ARMANDO REVOREDO IGLESIAS, PERU",2676.44,5.42964328048314
93994099999,-29.25,-177.9333333,"RAOUL ISLAND AWS, NEW ZEALAND",49.5,5.43269120746818
66390099999,-14.924733,13.575022,"LUBANGO, ANGOLA",1761.13,5.44807500015818
76679399999,19.436303,-99.072097,"LICENCIADO BENITO JUAREZ INTERNATIONAL, MEXICO",2229.91,5.46020772798539
91962099999,-25.0666666,-130.1,"PITCAIRN ISLAND AWS B, PITCAIRN ISLANDS",265,5.46489437720502
8522099999,32.6333333,-16.9,"FUNCHAL, PORTUGAL",56,5.46811509042916
84501099999,-8.081411,-79.108761,"CAPITAN CARLOS MARTINEZ DE PINILLOS, PERU",32.3,5.47763556849611
84752099999,-16.341072,-71.583083,"RODRIGUEZ BALLON, PERU",2561.84,5.48046405236551
76665599999,19.849944,-101.0255,"GENERAL FRANCISCO J MUJICA INTERNATIONAL, MEXICO",1838.85,5.489871446951
63334099999,10.35,37.7166667,"DEBRE MARCOS, ETHIOPIA",2476,5.4997065901104
94995099999,-31.54222,159.07861,"LORD HOWE ISLAND AERO, AUSTRALIA",7,5.52215966779035
85469099999,-27.164792,-109.421831,"MATAVERI INTERNATIONAL, CHILE",69.18,5.53139132258037
48031099999,22.9166666,93.6833333,"FALAM, BURMA",1372,5.55636266253232
48030099999,22.65,93.6333333,"HAKHA, BURMA",1865.98,5.57369637727237
66318099999,-12.808878,15.760547,"HUAMBO, ANGOLA",1702.91,5.58605800168603
68939099999,-34.2166666,24.85,"CAPE ST FRANCIS, SOUTH AFRICA",7,5.58812876975972
85452099999,-26.293864,-80.096214,"ISLA SAN FELIX, CHILE",50.29,5.60205320811215
83681099999,-21.9166666,-46.3833333,"CALDAS, BRAZIL",1150,5.60328060621743
68587099999,-31.0666666,30.2333333,"PORT EDWARD, SOUTH AFRICA",12,5.63902392905641
84143099999,-1.0166666,-78.5833333,"RUMIPAMBA, ECUADOR",2628,5.65174621160311
76634099999,20.0833333,-98.3666666,"TULANCINGO HGO., MEXICO",2181,5.65459859162816
86781099999,-18.2333333,-43.65,"DIAMANTINA, BRAZIL",1357.5,5.68307373384208
76848099999,16.25,-92.1333333,"COMITAN CHIS., MEXICO",1646,5.68990560951095
76632099999,20.1333333,-98.75,"PACHUCA HGO., MEXICO",2435,5.70546861202838
68847099999,-33.6,26.8833333,"PORT ALFRED, SOUTH AFRICA",37,5.72352247676886
60250099999,30.381353,-9.546311,"INEZGANE, MOROCCO",27.12,5.75130732897089
76675399999,19.337072,-99.566008,"LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL, MEXICO",2580.43,5.75522208734406
41404099999,15.476258,44.219739,"SANAA INTERNATIONAL, YEMEN",2205.83,5.81819186649731
76601599999,20.755833,-103.465278,"ZAPOPAN, MEXICO",1625.49,5.84569357047592
80438099999,8.582294,-71.161186,"ALBERTO CARNEVALLI, VENEZUELA",1526.13,5.86225170904531
85264099999,-18.4666666,-64.1,"VALLEGRANDE, BOLIVIA",1998,5.86330632276211
