Station ID,Latitude,Longitude,Name,Elevation,Weighted Average Weatherscore
51288099999,45.3666666,90.5333333,"BAYTIK SHAN, CHINA",1651.0,65.33309715978449
47474099999,44.303914,143.404028,"MONBETSU, JAPAN",24.38,68.48252482604275
06310099999,51.45,3.6,"VLISSINGEN, NETHERLANDS",10.0,59.35193859057288
13348099999,43.2829,17.845878,"MOSTAR, BOSNIA AND HERZEGOVINA",47.54,64.87013129790154
47690099999,36.7333333,139.5,"NIKKO, JAPAN",1294.0,70.07840149200725
70207026627,63.88333,-160.8,"UNALAKLEET FIELD, AK US",5.5,90.84730412967153
94336099999,-21.8,139.9166666,"THE MONUMENT AIRPORT, AUSTRALIA",289.0,24.98828553353517
72659604978,44.01778,-92.83139,"DODGE CENTER AIRPORT, MN US",397.8,99.49316861750168
29576099999,55.8166666,94.3,"UJAR, RUSSIA",375.0,117.66579496678253
91369199999,7.0833333,171.1333333,"MAJURO ATOLL WEATHER CENTER, MARSHALL ISLANDS",4.0,20.04074324079704
78958000409,12.0,-61.783,"MAURICE BISHOP INTERNATIONAL AIRPORT, GRENADA",7.0,19.972344290042795
99999992828,,,,,16.70562494063579
65594099999,4.746717,-6.660817,"SAN PEDRO, COTE D'IVOIRE",7.92,28.607245247700792
37000899999,55.408786,37.906314,"DOMODEDOVO, RUSSIA",179.22,80.35483097891098
11138099999,47.1333333,12.6333333,"ALPINZENTRUM RUDOLFSHUETTE, AUSTRIA",2310.0,103.92734771078251
03135099999,55.509444,-4.586667,"PRESTWICK, UNITED KINGDOM",19.81,47.85449111297385
70219026615,60.78497,-161.82931,"BETHEL AIRPORT, AK US",32.6,94.80609422738682
96737099999,-6.1166666,106.1333333,"SERANG, INDONESIA",40.0,29.09224090705973
53698099999,38.0666666,114.35,"SHIJIAZHUANG, CHINA",104.8,50.57067879106898
60033099999,27.151667,-13.219167,"HASSAN I, EH",63.09,17.162615530165777
47790099999,35.413611,132.89,"IZUMO, JAPAN",4.57,51.97051991928997
95640099999,-32.6666666,116.6666666,"WANDERING, AUSTRALIA",275.0,8.633893899350351
11157099999,47.5333333,14.1333333,"AIGEN ENNSTAL MIL, AUSTRIA",649.0,72.68788321217731
74787012834,29.17351,-81.07185,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",7.9,25.003470338937028
12942099999,45.990928,18.240983,"PECS SOUTH, HUNGARY",304.8,58.396034666470634
14431099999,44.108269,15.346697,"ZADAR, CROATIA",88.08,41.90188499343558
47929099999,26.363506,126.713806,"KUMEJIMA, JAPAN",7.01,20.661459827810862
72440013995,37.23983,-93.38995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",384.7,49.354964572927756
A0680000120,37.067,-81.8,"TAZEWELL CO AIRPORT, VA US",808.6,58.01279732800529
02622099999,56.85,13.8833333,"LJUNGBY, SWEDEN",148.0,68.82907145706541
83672899999,-10.786375,-65.284792,"GUAJARA MIRIM, BRAZIL",145.69,21.930463989656676
70381025309,58.354,-134.55606,"JUNEAU AIRPORT, AK US",5.9,78.55026362429628
72458603919,38.77996,-97.64444,"SALINA MUNICIPAL AIRPORT, KS US",385.0,47.10429279012757
71965099999,63.616389,-135.868333,"MAYO, CANADA",503.83,94.98372390929278
16760099999,35.1833333,25.3166666,"KASTELI AIRPORT, GREECE",336.0,34.50799220733504
87129099999,-27.765617,-64.310122,"SANTIAGO DEL ESTERO, ARGENTINA",199.94,27.22983859003555
