Station ID,Latitude,Longitude,Name,Elevation,Weighted Average Weatherscore
51288099999,45.3666666,90.5333333,"BAYTIK SHAN, CHINA",1651,33.864680960059665
40016099999,36.5,40.75,"HASSAKAH, SYRIA",308,19.78739598325359
76601499999,20.667,-105.267,"PUERTO VALLARTA, MEXICO",6,11.36816005092004
47474099999,44.303914,143.404028,"MONBETSU, JAPAN",24.38,34.65992887078605
71875099999,49.517,-114,"PINCHER CREEK, CANADA",1190,41.00096487482926
6310099999,51.45,3.6,"VLISSINGEN, NETHERLANDS",10,32.616263995121024
29864099999,53.7166666,90.3666666,"UYBAT, RUSSIA",525,36.79687064531698
47690099999,36.7333333,139.5,"NIKKO, JAPAN",1294,28.758751727714813
71185599999,51.017,-57.1,"FEROLLE PT. MAPS, CANADA",8,54.676406655959596
70207026627,63.88333,-160.8,"UNALAKLEET FIELD, AK US",5.5,51.38398964182371
71841099999,50.2833333,-88.9,"ARMSTRONG AUT ONT, CANADA",323,34.550796324915524
29576099999,55.8166666,94.3,"UJAR, RUSSIA",375,37.83787312940088
91772099999,-15.5666666,-175.6166666,"NIUAFOOU, TONGA",61,21.481862213274034
65594099999,4.746717,-6.660817,"SAN PEDRO, COTE D'IVOIRE",7.92,22.333631891844096
11138099999,47.1333333,12.6333333,"ALPINZENTRUM RUDOLFSHUETTE, AUSTRIA",2310,51.41761122216368
72745299999,47.85,-96.617,"CROOKSTON MUNICIPAL KIRKW, MN US",274,37.80343677421479
3405399999,52.811744,-4.123575,"LLANBEDR, UNITED KINGDOM",9.14,32.0967802189759
3135099999,55.509444,-4.586667,"PRESTWICK, UNITED KINGDOM",19.81,28.48932158467044
70219026615,60.78497,-161.82931,"BETHEL AIRPORT, AK US",32.6,46.83788138503974
96737099999,-6.1166666,106.1333333,"SERANG, INDONESIA",40,24.56334010756788
72232899999,29.7,-91.1,"AMELIA LAKE PALOURD, LA US",2,18.255241447414363
67231099999,-14.8166667,36.5333333,"CUAMBA, MOZAMBIQUE",607,15.243257275944426
53698099999,38.0666666,114.35,"SHIJIAZHUANG, CHINA",104.8,20.5213880429645
13014099999,46.217,14.483,"LJUBLJANA BRNIK, SLOVENIA",385,21.525870847102325
47790099999,35.413611,132.89,"IZUMO, JAPAN",4.57,24.74163798433827
11157099999,47.5333333,14.1333333,"AIGEN ENNSTAL MIL, AUSTRIA",649,23.284256385277597
12942099999,45.990928,18.240983,"PECS SOUTH, HUNGARY",304.8,21.541116780924384
47929099999,26.363506,126.713806,"KUMEJIMA, JAPAN",7.01,19.738284584742978
72440013995,37.23983,-93.38995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",384.7,22.84370436417944
70381025309,58.354,-134.55606,"JUNEAU AIRPORT, AK US",5.9,31.76421636144207
72458603919,38.77996,-97.64444,"SALINA MUNICIPAL AIRPORT, KS US",385,27.166508281664154
